case_id,amount_due,days_overdue,monthly_income,monthly_expense,payment_history_score,missed_payments,previous_recovery_rate,contact_success_rate,last_payment_days_ago,account_age_days,reminders_received,digital_engagement,hardship_flag,recovered,recovery_days
31534,3395.27,18,45407.75,35173.98,69.22,1,0.1,0.084,89,601,7,0.899,0,0,
31535,2511.98,118,17228.67,10127.45,78.05,1,0.886,0.555,10,2046,4,0.205,0,0,
31536,2051.01,27,31603.73,24542.49,69.87,1,0.141,0.004,79,1311,7,0.743,0,0,
31537,3544.63,18,22918.71,13712.07,60.86,3,0.649,0.928,22,1451,1,0.043,0,0,
31538,1138.11,126,38226.89,24123.5,41.57,4,0.127,0.275,134,1742,3,0.257,0,0,
31539,751.84,68,79753.06,68943.61,47.12,1,0.059,0.229,125,946,0,0.693,0,0,
31540,16497.83,157,48863.03,35683.5,31.93,3,0.09,0.228,17,1766,0,0.253,1,1,21.0
31541,3240.07,159,49626.61,20803.75,98.22,2,0.173,0.045,115,254,5,0.771,0,0,
31542,3426.67,131,35046.48,28326.02,31.22,3,0.454,0.85,78,1791,0,0.269,0,1,23.0
31543,1594.65,81,32924.04,27832.41,97.75,1,0.998,0.989,173,667,1,0.12,0,1,30.0
31544,6112.92,71,33856.42,30640.55,42.42,3,0.444,0.494,76,171,2,0.899,0,0,
31545,1945.38,159,32023.94,29160.25,38.67,0,0.771,0.246,37,1412,1,0.229,0,0,
31546,320.88,126,26573.33,19755.42,99.94,1,0.914,0.304,78,101,3,0.03,1,0,
31547,1893.86,131,25165.9,9882.44,27.54,0,0.92,0.247,146,435,3,0.836,1,0,
31548,2380.03,18,24934.34,16539.56,84.58,3,0.714,0.499,36,2007,1,0.098,1,0,
31549,2601.73,126,31458.31,22525.64,70.78,1,0.567,0.972,138,2246,6,0.029,1,1,22.0
31550,2542.21,86,22552.6,20858.74,75.1,2,0.235,0.125,149,343,4,0.467,1,1,26.0
31551,1779.47,173,40236.94,30983.0,45.75,1,0.167,0.224,12,1743,5,0.457,0,0,
31552,1647.12,140,17015.67,9845.2,67.29,0,0.856,0.421,176,1350,5,0.341,0,0,
31553,2348.7,39,43363.43,19407.24,74.41,1,0.093,0.137,148,880,4,0.711,0,0,
31554,799.21,178,35879.87,19537.55,64.68,4,0.067,0.201,121,1471,3,0.838,1,0,
31555,622.61,19,83052.59,58802.5,70.08,2,0.981,0.742,169,1760,2,0.402,1,1,20.0
31556,3224.21,174,69512.67,40278.13,38.46,4,0.146,0.924,56,2281,3,0.318,0,0,
31557,3267.52,94,21377.61,13841.49,62.21,1,0.421,0.6,145,2167,5,0.465,0,0,
31558,6024.08,118,35988.44,28538.27,31.88,8,0.182,0.3,175,553,7,0.03,0,0,
31559,2429.76,53,42816.92,34543.3,31.31,1,0.216,0.83,135,1887,7,0.72,0,0,
31560,1147.22,108,26813.71,23153.73,52.78,1,0.498,0.127,142,2231,2,0.159,1,1,23.0
31561,631.62,124,23069.45,16887.35,65.9,2,0.412,0.344,3,421,6,0.711,0,1,13.0
31562,1462.41,68,40893.02,21004.57,60.57,2,0.097,0.279,18,842,2,0.758,0,0,
31563,4179.79,5,50517.09,22848.4,52.06,1,0.322,0.206,77,2055,4,0.67,0,0,
31564,9444.23,163,36882.95,31329.54,52.14,3,0.073,0.601,40,1024,6,0.43,0,0,
31565,3112.77,135,33346.57,24459.17,60.95,2,0.426,0.541,162,2221,6,0.681,0,0,
31566,1129.05,144,33121.46,19369.87,70.83,2,0.374,0.89,26,1550,3,0.889,0,0,
31567,1474.48,90,20624.28,10021.14,73.11,1,0.608,0.242,98,1018,1,0.07,0,1,18.0
31568,1511.77,148,51583.07,24403.76,86.88,2,0.349,0.072,72,2243,3,0.902,0,0,
31569,2154.27,132,40246.04,27108.63,60.14,0,0.735,0.06,24,406,2,0.427,1,0,
31570,7307.94,96,38662.91,21397.8,49.18,3,0.348,0.71,130,1093,6,0.518,0,0,
31571,7778.57,131,46126.46,27281.1,91.14,2,0.927,0.219,13,1474,4,0.931,0,0,
31572,2597.22,117,135421.31,126493.13,34.46,1,0.825,0.424,85,808,6,0.936,0,0,
31573,3451.13,115,93133.27,77652.28,70.66,2,0.328,0.997,138,193,5,0.399,0,1,27.0
31574,1574.91,109,45492.35,42530.72,39.34,1,0.483,0.834,85,1499,0,0.453,0,0,
31575,759.05,50,26669.22,19404.31,79.81,0,0.136,0.566,109,2151,6,0.173,0,0,
31576,12464.88,54,55894.17,22048.51,95.79,1,0.77,0.622,159,1324,4,0.471,0,0,
31577,464.99,117,32492.14,14996.07,94.19,1,0.374,0.268,49,1405,5,0.018,0,1,3.0
31578,686.31,130,38779.71,30862.56,58.69,1,0.019,0.583,9,2450,6,0.506,0,0,
31579,12545.59,14,55510.03,48858.79,99.86,1,0.228,0.345,136,754,7,0.376,0,0,
31580,3020.85,45,46930.3,20184.43,22.87,0,0.472,0.839,56,2391,6,0.887,1,1,4.0
31581,1211.08,44,39981.37,32094.68,80.89,2,0.041,0.522,173,1864,0,0.049,0,0,
31582,5146.97,160,48606.83,17905.98,70.22,1,0.625,0.199,26,162,7,0.526,0,0,
31583,5532.76,175,62768.81,35227.88,98.03,1,0.692,0.211,34,1329,6,0.713,0,0,
31584,1026.44,92,18787.29,8752.92,93.43,5,0.064,0.591,5,1544,4,0.069,0,0,
31585,1946.37,1,47772.04,18602.14,36.93,1,0.27,0.776,42,1565,5,0.836,1,1,16.0
31586,6008.9,131,23163.01,18152.34,28.76,1,0.627,0.304,76,498,2,0.027,1,0,
31587,1550.72,103,45285.44,27833.07,26.82,1,0.946,0.676,177,823,4,0.131,0,0,
31588,3735.85,25,20137.44,12093.6,77.61,3,0.174,0.471,155,394,6,0.316,0,0,
31589,9319.36,30,36926.17,34363.98,32.21,2,0.299,0.536,156,2299,7,0.526,0,0,
31590,439.66,120,38689.39,21593.78,97.84,2,0.255,0.735,146,734,7,0.443,0,1,12.0
31591,2268.79,100,34685.31,18571.18,86.2,2,0.629,0.171,40,376,2,0.588,0,0,
31592,3675.0,58,50590.67,29503.71,38.06,1,0.405,0.716,151,2471,1,0.893,0,0,
31593,710.78,158,31002.89,13965.32,27.38,0,0.217,0.917,163,1091,4,0.729,0,1,9.0
31594,1951.42,15,32199.71,17105.21,69.28,2,0.855,0.763,16,1683,3,0.923,0,1,2.0
31595,6874.67,171,34820.56,27521.24,43.83,2,0.908,0.446,39,2140,3,0.266,1,0,
31596,1696.88,125,26065.09,21659.47,91.11,0,0.564,0.999,94,950,7,0.05,1,0,
31597,909.18,23,28969.64,17946.83,36.95,1,0.019,0.256,25,584,4,0.812,1,0,
31598,7366.26,64,52106.06,36446.59,70.47,0,0.795,0.544,38,2222,5,0.505,0,1,13.0
31599,4253.94,50,53345.74,47620.29,53.68,4,0.219,0.1,150,166,2,0.726,0,0,
31600,2821.19,150,24532.75,11555.14,61.51,2,0.677,0.011,57,1412,4,0.043,0,0,
31601,2755.31,144,50925.87,35347.39,86.08,2,0.475,0.821,37,2104,7,0.659,0,1,14.0
31602,6786.06,81,17446.65,7487.17,53.79,1,0.681,0.343,65,2022,5,0.517,1,1,7.0
31603,3772.99,155,30943.45,17007.74,93.29,1,0.812,0.944,177,2173,0,0.419,0,0,
31604,4996.48,145,20593.69,7782.46,98.05,2,0.876,0.389,133,1891,1,0.812,0,0,
31605,1712.91,81,37738.46,16545.43,64.18,1,0.775,0.72,106,773,5,0.679,0,1,5.0
31606,642.98,84,36443.57,17159.36,37.78,0,0.357,0.941,97,1819,5,0.765,0,1,2.0
31607,4902.65,130,73165.33,31036.0,49.89,1,0.876,0.585,111,1837,4,0.771,1,0,
31608,7192.13,119,70149.9,33613.0,33.37,0,0.262,0.716,130,1599,1,0.56,1,0,
31609,2490.78,164,29055.59,16132.58,52.1,2,0.789,0.043,118,2086,7,0.728,0,0,
31610,6064.49,23,37192.21,20249.92,80.99,1,0.302,0.638,62,335,2,0.041,0,0,
31611,2279.77,92,23363.43,11479.79,60.08,3,0.87,0.54,94,364,1,0.17,0,0,
31612,2772.32,107,26177.14,14379.48,40.22,1,0.23,0.574,3,2115,7,0.259,0,0,
31613,12111.89,173,16824.09,5938.45,20.9,2,0.902,0.21,84,865,3,0.862,1,0,
31614,2360.87,51,48155.68,34777.46,47.1,2,0.686,0.391,23,2279,2,0.491,0,0,
31615,2251.93,76,25174.23,15066.53,36.79,2,0.821,0.323,121,1199,5,0.896,1,0,
31616,667.82,81,24997.15,16567.0,86.18,0,0.686,0.837,80,1171,0,0.959,0,0,
31617,5177.4,169,28670.19,18233.2,77.19,3,0.654,0.319,165,1212,4,0.548,1,0,
31618,1689.4,139,28481.77,19934.15,56.69,2,0.619,0.527,50,1880,2,0.01,1,0,
31619,3353.57,139,23216.77,19408.33,57.43,1,0.764,0.0,43,1792,1,0.493,0,0,
31620,2316.86,154,54161.52,43741.38,39.29,1,0.145,0.015,30,631,4,0.585,0,0,
31621,2086.76,157,37129.82,25661.1,32.06,6,0.74,0.353,50,1824,5,0.635,0,0,
31622,2713.02,154,25846.38,13915.86,80.46,1,0.245,0.554,173,2265,4,0.005,1,1,17.0
31623,2885.11,23,35067.44,32145.94,71.64,2,0.987,0.874,133,1614,3,0.227,0,1,1.0
31624,7637.79,132,33006.69,12276.28,87.9,0,0.988,0.913,123,263,1,0.733,0,0,
31625,10058.46,116,33192.34,15074.2,98.09,2,0.078,0.638,103,2332,3,0.527,0,1,14.0
31626,5016.92,33,48650.75,44213.48,51.7,2,0.522,0.809,142,1294,2,0.205,0,1,19.0
31627,8244.03,123,43786.67,29545.38,51.74,3,0.966,0.664,64,504,2,0.482,1,1,25.0
31628,5903.6,8,94749.05,63352.01,99.79,1,0.497,0.584,143,2414,7,0.875,1,0,
31629,4427.95,21,22301.05,15698.73,92.59,1,0.683,0.648,56,1520,6,0.186,0,0,
31630,9548.26,94,84340.86,38317.92,47.44,1,0.869,0.414,138,1784,0,0.639,1,0,
31631,1046.51,121,43106.69,17102.73,98.83,1,0.387,0.305,85,2402,2,0.418,0,1,28.0
31632,1724.05,94,34747.52,15964.21,76.58,1,0.208,0.098,44,1775,5,0.954,0,0,
31633,1545.77,144,23059.5,12618.04,77.71,1,0.216,0.88,7,554,1,0.472,0,0,
31634,2342.3,174,27104.69,23737.08,40.23,0,0.715,0.383,81,1804,3,0.859,0,1,10.0
31635,5160.15,66,38715.55,35842.89,69.82,0,0.693,0.543,74,118,5,0.691,0,0,
31636,1221.6,23,21204.24,11172.11,53.35,1,0.483,0.484,177,1299,7,0.207,0,0,
31637,4457.04,34,34641.5,28911.57,50.94,0,0.699,0.922,175,538,1,0.868,0,1,3.0
31638,1863.76,64,92742.67,43226.38,81.81,2,0.467,0.419,176,164,2,0.052,0,0,
31639,2258.26,156,41499.16,34625.1,52.98,5,0.224,0.887,44,2220,1,0.647,0,0,
31640,3499.35,133,45496.04,32177.79,51.73,1,0.113,0.135,4,2057,6,0.438,0,0,
31641,11441.46,163,21727.6,18954.08,94.11,1,0.018,0.358,163,646,2,0.061,0,0,
31642,1686.01,137,46310.85,19462.97,78.94,2,0.311,0.834,177,501,7,0.587,0,0,
31643,2795.94,38,16650.53,10765.0,36.13,4,0.583,0.484,120,1481,0,0.651,0,0,
31644,1258.18,83,11583.43,7183.03,78.51,1,0.544,0.098,166,2426,6,0.239,0,1,28.0
31645,1673.11,169,45611.51,33339.74,83.73,3,0.273,0.56,106,2317,7,0.555,0,1,9.0
31646,1249.04,60,38788.62,17880.86,36.67,0,0.247,0.082,28,540,3,0.532,0,1,12.0
31647,3625.79,7,72497.46,65879.15,31.69,4,0.022,0.132,69,851,4,0.065,0,0,
31648,4189.12,117,14880.17,10426.95,42.53,1,0.368,0.54,152,1774,3,0.73,0,0,
31649,5164.89,26,54743.96,51318.89,98.82,1,0.447,0.633,98,1806,0,0.119,0,1,9.0
31650,1631.21,78,32416.79,11735.61,37.28,0,0.108,0.354,17,1231,6,0.488,0,0,
31651,4475.42,39,51616.19,21057.77,91.34,1,0.682,0.49,52,1438,7,0.896,0,0,
31652,3263.25,158,17853.86,16316.73,52.57,1,0.845,0.832,52,1483,4,0.132,0,0,
31653,2846.36,74,45897.08,25266.99,24.8,1,0.387,0.516,135,2126,2,0.939,0,0,
31654,1104.18,2,16670.37,6680.18,38.24,0,0.581,0.255,45,1715,1,0.864,0,0,
31655,3369.78,38,72333.16,63390.05,87.31,1,0.142,0.776,81,1967,0,0.342,1,0,
31656,3456.34,69,27215.86,22707.0,72.13,3,0.799,0.976,177,2433,0,0.383,1,0,
31657,3233.7,28,32724.42,19934.96,88.79,3,0.023,0.387,117,2275,5,0.405,0,0,
31658,4105.33,15,43416.71,19044.43,74.35,3,0.371,0.223,7,2293,6,0.989,0,0,
31659,5196.17,29,23044.38,16174.0,48.24,2,0.351,0.049,101,1869,4,0.52,0,1,13.0
31660,1238.41,158,52503.7,23062.31,22.66,3,0.613,0.84,152,2384,4,0.433,1,0,
31661,2506.5,44,64760.25,35191.13,72.61,1,0.337,0.758,81,1122,6,0.646,1,0,
31662,4503.52,95,16537.43,14496.21,35.42,0,0.612,0.364,151,416,6,0.308,1,0,
31663,2404.95,95,28820.5,22368.66,35.55,7,0.262,0.362,112,1814,6,0.286,0,0,
31664,6422.35,35,27034.22,21648.68,82.03,2,0.529,0.491,45,2021,0,0.158,0,0,
31665,3203.96,154,21633.44,9984.41,21.13,0,0.453,0.454,39,2162,3,0.265,0,0,
31666,623.94,120,35268.64,13949.24,98.1,2,0.675,0.791,122,1813,0,0.24,0,1,11.0
31667,5834.5,73,44167.32,21626.43,36.51,3,0.989,0.917,9,705,4,0.212,0,1,25.0
31668,2714.38,7,23815.06,18265.65,29.05,3,0.283,0.657,66,1339,3,0.897,0,0,
31669,723.59,13,81579.11,71528.41,74.29,2,0.824,0.353,93,568,0,0.012,0,1,5.0
31670,2436.14,84,36136.6,24529.37,36.64,2,0.349,0.764,166,183,3,0.871,0,0,
31671,1080.64,111,38914.21,32065.45,94.22,3,0.044,0.535,33,2300,7,0.383,0,0,
31672,5445.28,41,40036.69,26447.32,84.38,2,0.698,0.457,13,1736,0,0.654,0,0,
31673,2896.7,177,17918.19,15030.81,46.63,4,0.764,0.767,7,765,6,0.022,0,0,
31674,1423.68,169,16502.81,15276.38,77.56,3,0.645,0.607,147,980,0,0.972,0,0,
31675,5702.61,152,66401.4,26517.71,70.69,0,0.805,0.186,40,1937,6,0.169,0,0,
31676,4301.94,30,69840.98,25087.18,79.64,1,0.111,0.145,67,924,6,0.969,1,0,
31677,2468.55,129,58753.32,54672.99,50.24,3,0.175,0.822,158,2427,4,0.379,1,0,
31678,1100.5,24,28957.36,26440.63,70.09,1,0.948,0.123,111,225,7,0.663,0,0,
31679,1519.32,20,24897.56,10661.38,67.33,1,0.56,0.805,23,2381,6,0.766,0,0,
31680,1501.22,136,27521.66,21919.31,40.76,3,0.708,0.804,70,1638,5,0.843,0,0,
31681,5416.46,95,12839.13,9251.85,42.74,1,0.447,0.297,175,834,5,0.271,1,0,
31682,776.88,98,31196.48,19142.79,94.03,5,0.334,0.46,50,1598,1,0.923,0,1,6.0
31683,2870.42,33,34488.3,20923.49,25.98,1,0.29,0.624,98,1629,3,0.912,0,0,
31684,2440.05,116,33579.93,19928.07,81.43,1,0.715,0.622,29,2459,1,0.313,0,1,26.0
31685,6825.57,60,25518.62,19033.29,87.55,1,0.885,0.284,92,2232,1,0.836,0,0,
31686,3591.01,83,40472.2,34167.29,65.03,2,0.196,0.721,119,1371,7,0.903,1,0,
31687,4574.11,78,60561.91,45659.45,29.87,2,0.182,0.583,66,1317,3,0.447,0,0,
31688,1958.06,89,21905.56,13439.4,22.74,5,0.133,0.195,52,1641,7,0.78,0,0,
31689,1113.43,129,27804.68,11551.15,24.99,1,0.278,0.818,47,2367,1,0.791,1,0,
31690,2297.6,123,5479.08,2618.82,43.31,0,0.296,0.664,92,892,7,0.388,0,0,
31691,5550.98,150,67793.92,59847.66,34.86,2,0.196,0.7,65,1226,1,0.325,0,0,
31692,5540.9,132,27487.0,21455.09,54.13,2,0.576,0.386,40,989,4,0.53,0,0,
31693,2112.29,180,38162.63,24009.47,22.07,1,0.715,0.044,80,1191,2,0.818,0,0,
31694,1497.28,99,27981.1,25890.42,89.34,2,0.314,0.164,99,1294,5,0.056,0,0,
31695,1280.05,178,37863.39,20156.26,90.86,2,0.092,0.829,129,1742,2,0.698,0,1,18.0
31696,2672.31,119,47481.81,32692.15,32.98,2,0.28,0.698,56,837,0,0.302,0,0,
31697,3325.05,103,25990.48,16934.15,30.14,2,0.67,0.577,15,470,2,0.41,0,0,
31698,9687.13,16,45533.69,27089.39,28.25,2,0.033,0.793,8,2463,5,0.247,1,0,
31699,3290.07,35,14942.57,8183.92,92.06,1,0.119,0.102,164,559,1,0.759,0,1,12.0
31700,4870.8,100,51994.02,22820.72,91.01,2,0.353,0.011,60,1477,0,0.495,0,0,
31701,1596.59,115,23491.65,14728.38,71.26,0,0.297,0.408,151,1012,7,0.369,0,1,11.0
31702,3082.08,46,48213.9,17235.97,29.34,1,0.763,0.994,155,328,4,0.995,0,0,
31703,3334.45,71,46203.4,26595.88,91.96,3,0.753,0.988,12,1240,7,0.982,1,0,
31704,2663.98,132,139099.77,105793.43,82.34,0,0.423,0.866,16,2462,1,0.027,0,1,18.0
31705,2929.38,76,56653.68,53638.01,23.03,0,0.67,0.863,131,1292,0,0.053,0,1,30.0
31706,3297.68,71,66528.78,58217.23,88.77,1,0.027,0.54,163,1825,7,0.816,0,0,
31707,4380.11,174,41705.31,20102.3,34.36,3,0.183,0.594,13,1202,5,0.356,0,0,
31708,7595.37,79,39305.07,17585.35,87.34,1,0.054,0.118,74,2263,3,0.675,1,1,18.0
31709,486.66,70,13997.07,8782.97,87.59,5,0.712,0.775,24,1802,1,0.637,0,0,
31710,7266.21,145,72694.78,35120.2,62.22,1,0.521,0.912,149,1315,7,0.671,0,1,8.0
31711,758.51,4,96369.32,57523.85,42.79,0,0.812,0.125,25,1767,0,0.026,1,1,11.0
31712,3816.2,135,36102.34,34279.16,71.99,3,0.962,0.275,176,1288,2,0.106,0,0,
31713,19623.89,100,25587.0,22299.77,76.43,2,0.724,0.471,172,752,4,0.97,0,0,
31714,2881.22,71,26965.71,19473.42,92.38,2,0.03,0.783,175,906,3,0.295,0,0,
31715,3442.71,166,33004.75,20918.24,87.31,0,0.327,0.518,157,774,4,0.689,0,0,
31716,2325.74,36,24387.96,15507.61,23.4,1,0.73,0.589,114,1050,0,0.335,0,0,
31717,5083.78,106,41161.23,37677.94,82.45,1,0.492,0.023,159,1557,7,0.693,0,0,
31718,3982.91,23,58349.03,26303.6,26.69,2,0.953,0.33,140,597,5,0.07,1,0,
31719,1735.69,28,33936.09,13445.39,90.47,4,0.739,0.116,29,781,3,0.24,0,1,11.0
31720,2720.35,33,45729.83,27568.17,23.83,0,0.824,0.735,24,1351,2,0.792,0,1,23.0
31721,1218.35,39,58927.81,36699.51,96.52,2,0.183,0.37,11,2432,5,0.565,0,0,
31722,2710.39,22,30082.77,27017.42,96.76,1,0.012,0.648,150,2253,3,0.486,1,0,
31723,2131.33,88,81915.6,75743.22,65.93,0,0.598,0.73,50,485,6,0.152,1,0,
31724,3325.03,110,95386.12,46783.28,72.13,1,0.424,0.058,91,697,3,0.43,0,0,
31725,1689.3,61,70484.4,33586.52,75.69,0,0.295,0.605,122,1485,7,0.059,0,1,6.0
31726,2511.05,141,41192.47,28087.05,78.67,4,0.286,0.33,163,118,7,0.356,1,0,
31727,3001.95,106,21851.48,20526.62,54.85,3,0.368,0.823,168,1932,4,0.019,0,0,
31728,3173.96,50,48255.28,39368.62,48.27,1,0.408,0.199,62,544,7,0.976,1,1,11.0
31729,3712.37,167,44112.07,17024.75,64.25,1,0.952,0.41,121,1840,7,0.192,0,0,
31730,2593.25,169,90894.28,77150.06,33.12,0,0.777,0.852,25,837,3,0.235,0,0,
31731,1588.66,121,30448.57,26473.65,92.08,2,0.771,0.776,138,973,0,0.085,0,0,
31732,3183.25,59,25121.61,13743.15,69.48,0,0.79,0.361,29,1796,7,0.984,0,0,
31733,2583.53,178,90271.53,48999.19,96.3,1,0.882,0.161,101,1611,6,0.081,0,1,26.0
31734,6766.35,132,32366.87,21616.39,54.48,2,0.924,0.069,118,346,7,0.597,0,1,19.0
31735,7484.53,16,36698.28,32814.92,65.49,3,0.706,0.999,137,1706,6,0.423,0,1,24.0
31736,994.6,155,26369.36,11914.66,29.12,3,0.637,0.761,41,431,3,0.741,0,0,
31737,4884.02,151,40019.39,28006.62,35.01,1,0.95,0.027,175,2130,7,0.853,1,0,
31738,5734.15,119,36351.52,23410.72,26.55,2,0.758,0.695,87,1604,5,0.25,0,0,
31739,1015.7,87,36179.16,19809.02,75.17,6,0.943,0.475,17,254,7,0.995,0,1,16.0
31740,4738.98,13,39048.7,28473.69,76.05,3,0.159,0.888,61,1306,4,0.791,0,0,
31741,6104.39,122,36952.42,21043.4,83.03,6,0.748,0.413,24,2165,7,0.242,0,0,
31742,1394.49,69,19463.57,8050.32,80.87,2,0.333,0.535,34,93,7,0.335,0,1,26.0
31743,2467.42,55,64573.46,56248.28,95.63,1,0.828,0.03,170,116,7,0.154,0,0,
31744,3460.11,79,55719.87,26834.67,37.51,4,0.387,0.831,27,1373,7,0.46,0,0,
31745,4704.93,60,48356.54,34786.86,28.59,0,0.189,0.999,106,597,0,0.836,0,1,23.0
31746,1351.88,173,25395.01,23868.74,91.69,0,0.994,0.131,6,985,1,0.147,0,0,
31747,7522.14,58,63533.62,31854.41,38.72,0,0.593,0.87,141,1657,0,0.76,0,1,21.0
31748,587.88,64,35078.9,22505.61,82.48,1,0.034,0.568,33,1489,4,0.098,0,0,
31749,8595.52,162,29664.57,22247.49,95.6,2,0.7,0.935,124,2434,1,0.147,0,1,17.0
31750,4629.55,132,33151.77,29901.31,50.46,1,0.635,0.996,35,739,3,0.839,0,0,
31751,1812.72,77,33775.84,29514.04,58.84,1,0.277,0.246,16,1502,0,0.486,0,0,
31752,5952.25,73,20224.28,19013.76,37.91,0,0.325,0.032,58,613,6,0.808,0,0,
31753,1289.18,69,53494.3,37434.59,67.41,5,0.777,0.776,152,434,6,0.257,0,0,
31754,3268.05,140,39390.19,14652.21,31.82,4,0.535,0.327,17,1910,6,0.238,0,0,
31755,3607.62,180,56160.29,24191.36,20.9,2,0.098,0.944,7,2432,2,0.151,0,0,
31756,3600.79,8,27292.95,24485.63,91.53,3,0.888,0.368,37,1070,7,0.424,0,0,
31757,1522.68,16,44480.31,28561.9,42.15,3,0.816,0.927,163,448,1,0.262,0,0,
31758,2004.48,148,34708.01,18779.75,33.79,1,0.971,0.17,168,1901,6,0.503,0,0,
31759,3299.07,72,29402.59,22984.11,82.01,3,0.98,0.587,140,1104,7,0.361,1,1,2.0
31760,1666.71,29,43270.74,39998.43,64.91,5,0.079,0.464,7,368,7,0.637,0,0,
31761,3703.98,19,51163.1,40024.09,47.91,0,0.283,0.196,121,1898,0,0.507,0,0,
31762,1823.84,180,26841.96,13807.7,61.54,1,0.124,0.485,134,655,4,0.646,0,0,
31763,6634.24,170,79938.01,36246.93,30.75,4,0.321,0.963,5,1285,6,0.997,0,0,
31764,10406.11,37,32083.23,21722.89,89.15,5,0.758,0.262,70,1463,1,0.625,0,0,
31765,2349.67,67,108365.21,48047.64,40.09,3,0.041,0.455,39,1819,1,0.98,0,1,30.0
31766,6224.24,127,24994.9,21838.82,69.4,4,0.208,0.835,37,1452,7,0.69,0,0,
31767,2515.32,147,30645.56,14557.11,74.9,1,0.41,0.208,48,2180,5,0.933,0,0,
31768,1409.31,52,12811.69,9750.8,29.64,3,0.754,0.807,150,1553,1,0.737,0,0,
31769,2120.54,63,36244.29,14038.78,20.57,0,0.91,0.788,144,972,0,0.163,0,0,
31770,3192.17,98,66407.9,28854.94,65.35,1,0.216,0.818,8,1335,3,0.563,0,0,
31771,713.68,135,21924.09,16532.89,52.82,2,0.887,0.455,163,1854,7,0.703,1,0,
31772,4917.35,55,50131.8,38250.22,99.12,3,0.947,0.661,94,1506,7,0.755,0,1,17.0
31773,3193.32,9,26164.24,23255.85,67.05,0,0.554,0.532,91,1263,4,0.823,0,1,11.0
31774,6637.13,8,42446.35,40105.22,91.88,0,0.263,0.845,60,1070,1,0.773,0,1,1.0
31775,4848.91,101,56085.12,44258.45,57.7,2,0.949,0.852,148,903,5,0.553,1,1,14.0
31776,3281.18,47,110743.21,51390.65,69.47,5,0.938,0.198,138,383,5,0.994,1,0,
31777,2242.47,24,66847.4,42333.48,61.85,1,0.228,0.531,27,971,6,0.471,0,1,22.0
31778,10079.81,66,31236.61,11889.06,41.95,2,0.45,0.613,23,1266,5,0.201,0,1,27.0
31779,16914.02,29,16800.99,12360.4,40.88,2,0.85,0.239,171,809,0,0.827,0,0,
31780,2272.6,140,46671.02,33337.69,87.97,3,0.104,0.975,84,1240,7,0.476,0,1,6.0
31781,6862.55,49,74592.36,32129.8,73.89,2,0.222,0.574,160,1625,3,0.419,1,0,
31782,1693.58,112,37283.53,32832.96,74.41,4,0.28,0.804,43,642,1,0.001,1,0,
31783,1862.83,65,29333.65,12010.25,67.17,1,0.81,0.269,172,1554,3,0.941,0,1,26.0
31784,2188.57,77,54311.47,21611.82,48.11,3,0.582,0.691,58,596,6,0.748,0,1,3.0
31785,5155.12,103,33513.7,16791.81,60.14,0,0.648,0.614,69,1900,7,0.869,0,1,23.0
31786,1261.52,8,31656.04,29294.31,47.68,2,0.513,0.975,96,2431,5,0.724,0,0,
31787,10300.74,123,42533.53,38981.28,40.73,3,0.009,0.545,175,924,6,0.675,0,0,
31788,6312.57,54,52919.24,23154.08,67.93,4,0.706,0.829,130,1027,6,0.794,0,1,19.0
31789,5060.46,19,21233.94,12553.17,30.15,1,0.661,0.838,99,406,7,0.74,0,1,29.0
31790,2356.54,156,15161.38,9829.88,52.87,3,0.972,0.471,50,530,3,0.549,0,0,
31791,5788.28,10,20042.77,14911.41,95.42,6,0.222,0.686,25,665,4,0.909,1,0,
31792,288.91,177,24212.7,16494.36,97.65,3,0.993,0.87,31,2238,6,0.161,1,0,
31793,4241.71,50,96409.97,59884.82,65.96,5,0.378,0.021,5,362,3,0.45,0,0,
31794,3388.35,98,28833.8,15967.59,86.62,2,0.767,0.428,178,1332,6,0.278,0,0,
31795,659.2,74,47091.7,43835.43,34.62,4,0.193,0.036,169,2225,6,0.922,0,0,
31796,4125.75,18,27330.06,11537.62,89.37,2,0.157,0.129,74,922,5,0.767,0,1,1.0
31797,4782.47,10,25856.13,15488.27,55.15,1,0.438,0.187,92,181,6,0.21,0,0,
31798,676.56,66,62545.16,27501.14,70.73,1,0.36,0.752,58,2458,4,0.327,0,1,28.0
31799,1153.53,9,14755.99,9785.15,24.27,4,0.17,0.101,111,216,0,0.124,0,0,
31800,15545.26,127,69908.83,55561.97,49.27,2,0.297,0.865,170,2080,0,0.641,0,0,
31801,2568.09,38,36226.98,25054.99,43.8,2,0.956,0.414,11,921,2,0.408,1,1,13.0
31802,6506.13,135,38348.93,17056.8,44.01,3,0.757,0.268,23,1609,3,0.867,0,0,
31803,7342.55,3,62400.87,35138.46,30.99,1,0.95,0.541,38,1920,1,0.242,0,0,
31804,4085.3,154,73814.79,38359.21,74.14,0,0.974,0.605,9,1405,6,0.058,0,1,16.0
31805,6726.38,135,23296.23,16951.04,65.17,1,0.68,0.269,74,183,3,0.8,0,0,
31806,549.87,116,16942.95,6559.93,65.13,1,0.932,0.8,75,2277,7,0.511,0,1,26.0
31807,2478.92,40,15868.34,9642.21,39.55,2,0.348,0.325,19,1040,3,0.765,1,0,
31808,253.54,89,36672.94,26283.61,35.62,4,0.093,0.409,154,1289,1,0.483,0,0,
